Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,3,9773,1,1,117.0,1,38,19,7,7,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.16666667,0,0,6,10,2,10.33333333,0,16.2,0.3,-0.92,0.0
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,2.0
1,39,1,9254,1,1,170.0,1,37,37,4,6,138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.41666667,0,5,9,14,7,13.0,0,10.8,1.4,1.74,1.0
1,1,2,9085,1,1,157.0,1,3,38,4,6,142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,1.0
1,42,1,9500,1,6,141.0,1,37,1,9,4,145.0,0,0,0,1,0,0,21,0,12,21,33,18,14.93333333,12,12,21,33,18,14.93333333,12,7.6,2.6,0.32,1.0
1,1,1,9773,1,1,125.0,1,3,19,2,3,125.7,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,7,6,11.66666667,0,8.9,1.4,3.51,1.0
4,39,1,9853,1,19,133.1,1,38,19,9,9,108.0,0,0,1,0,0,0,33,0,0,7,7,7,12.85714286,0,0,7,8,6,12.66666667,0,8.9,1.4,3.51,2.0
2,1,4,9500,1,1,143.0,1,38,38,5,5,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.455,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,1.0
1,1,1,9670,1,1,142.0,1,1,19,4,4,128.0,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,1.0
1,1,3,9773,1,1,150.0,1,19,38,4,4,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.66666667,0,11.1,0.6,2.02,1.0
1,1,2,9254,1,1,112.0,1,37,37,6,6,106.1,1,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0.0
1,17,2,8014,0,1,133.1,1,19,1,1,1,118.0,0,0,0,1,0,1,20,0,0,6,6,6,11.66666667,0,0,6,12,5,14.0,0,10.8,1.4,1.74,1.0
1,17,1,9085,1,1,125.0,1,1,37,4,9,117.0,1,0,0,1,0,1,19,0,0,5,6,4,12.0,0,0,5,8,5,13.33333333,1,10.8,1.4,1.74,1.0
1,1,3,9238,1,1,121.0,1,38,37,8,8,115.4,1,0,0,1,0,1,19,0,0,6,7,6,11.71428571,0,0,6,6,6,11.83333333,0,13.9,-0.3,0.79,1.0
1,17,3,9238,1,1,133.1,1,41,1,2,3,117.0,1,0,0,1,0,0,21,0,0,6,8,6,12.66666667,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02,1.0
1,39,1,9085,1,1,133.1,1,3,3,4,2,144.9,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,2.0
1,17,1,9238,1,1,135.0,1,37,37,8,6,127.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0.0
1,1,4,9500,1,1,132.0,1,19,38,5,5,118.0,1,0,0,1,0,0,18,0,0,8,8,7,12.32857143,0,0,8,8,7,12.32857143,0,12.7,3.7,-1.7,1.0
5,39,1,9853,1,19,133.1,1,37,37,9,8,118.0,0,0,0,1,0,0,27,0,0,7,14,6,11.66666667,0,0,7,10,1,10.0,0,12.4,0.5,1.79,0.0
1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,15.5,2.8,-4.06,1.0
1,43,1,9670,1,39,110.0,1,19,3,7,10,110.0,0,0,0,1,0,0,21,0,0,6,8,5,11.83333333,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,2.0
1,17,1,9556,1,1,133.0,1,38,37,9,9,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,1.0
1,44,1,9085,1,39,140.0,1,1,19,9,9,140.0,1,0,0,1,0,0,20,0,1,6,13,6,12.55555556,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,2.0
1,1,1,9773,1,1,135.0,1,1,19,4,10,129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.16666667,0,11.1,0.6,2.02,1.0
1,44,1,9238,1,39,140.0,1,1,1,3,5,141.7,0,0,0,1,0,1,20,0,3,6,6,6,12.83333333,0,2,6,6,6,12.83333333,0,13.9,-0.3,0.79,1.0
1,1,2,9085,1,1,144.0,1,1,19,4,10,132.1,1,0,0,1,0,1,19,0,0,5,10,3,12.66666667,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,1.0
1,1,5,9500,1,1,122.0,1,37,3,9,2,116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.27142857,0,0,8,8,7,14.47142857,0,13.9,-0.3,0.79,1.0
1,1,1,9991,0,1,143.0,1,19,37,5,8,135.0,0,0,0,1,0,1,20,0,0,5,5,5,12.4,0,0,5,6,5,12.83333333,0,10.8,1.4,1.74,1.0
1,44,1,9085,1,39,150.0,1,38,1,5,5,150.0,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,2.0
1,1,3,9238,1,1,124.0,1,19,1,7,10,116.0,1,0,1,1,0,0,19,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,0.0
1,1,1,9773,1,1,156.0,1,3,3,123,122,155.0,0,0,0,1,0,0,18,0,0,6,7,6,14.28571429,0,0,6,8,6,13.25,0,8.9,1.4,3.51,1.0
1,1,1,9085,1,1,142.0,1,38,38,9,10,127.0,1,0,0,1,0,0,18,0,0,5,7,3,12.33333333,0,0,5,9,5,12.6,0,10.8,1.4,1.74,1.0
1,17,1,9500,1,1,142.0,1,38,37,9,8,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.58333333,0,0,8,8,7,12.67142857,0,13.9,-0.3,0.79,1.0
1,1,6,9500,1,1,126.0,1,12,37,5,9,121.8,1,0,0,1,0,0,19,0,0,7,8,6,13.73166667,0,0,8,10,7,13.77142857,0,12.4,0.5,1.79,0.0
1,39,1,9003,1,19,133.1,1,37,37,9,4,140.0,0,0,0,1,1,0,43,0,0,6,8,6,12.875,0,0,6,14,5,12.14285714,0,16.2,0.3,-0.92,2.0
2,42,1,9070,1,1,170.0,1,37,25,0,4,148.5,0,0,0,1,1,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,0.0
1,42,1,9147,1,1,130.0,1,34,34,99,99,109.8,1,0,0,0,1,0,23,0,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,0.0
1,1,1,9238,1,1,133.0,41,19,19,9,9,119.7,1,0,1,1,0,1,19,1,0,6,8,6,12.66666667,0,0,6,7,6,12.66666667,0,8.9,1.4,3.51,1.0
1,42,1,9500,1,1,122.0,1,3,3,2,2,122.0,1,0,0,1,0,0,20,0,0,8,11,6,12.49166667,0,0,8,11,6,12.49166667,0,12.7,3.7,-1.7,1.0
1,1,1,171,1,1,138.0,1,1,3,4,4,147.5,1,0,0,1,0,1,19,0,6,12,12,12,13.66666667,0,4,11,12,11,14.16666667,0,8.9,1.4,3.51,1.0
1,17,1,9085,1,1,163.0,14,37,37,9,9,150.8,1,0,0,1,0,0,19,1,0,6,13,6,16.0,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,1.0
1,44,1,9085,1,39,150.0,1,19,37,4,7,150.0,1,0,0,1,0,0,19,0,2,6,8,6,14.14285714,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,1.0
1,39,1,8014,0,19,133.1,1,19,19,144,141,131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02,1.0
1,1,1,9070,1,1,144.0,1,1,1,3,5,127.2,1,0,0,1,0,1,20,0,0,6,6,6,12.66666667,0,0,6,8,6,13.0,0,10.8,1.4,1.74,1.0
1,17,1,9070,1,1,118.0,1,38,19,9,3,111.0,1,0,0,1,0,0,21,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,7.6,2.6,0.32,1.0
1,43,5,9238,1,1,101.0,24,37,19,9,7,119.9,1,0,1,0,0,0,22,1,5,11,16,9,10.88888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,1.0
1,1,2,9773,1,1,133.0,1,19,38,5,0,133.7,1,0,0,1,0,0,19,0,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0.0
1,17,1,9670,1,1,133.1,1,1,19,141,114,140.0,1,0,0,1,0,0,22,0,0,6,6,6,15.16666667,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,1.0
1,5,2,9853,1,1,124.0,1,19,19,3,3,113.9,1,0,0,1,0,1,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12.0,0,12.7,3.7,-1.7,1.0
1,1,1,171,1,1,127.0,1,37,38,9,9,120.7,1,0,1,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0.0
5,39,1,9147,1,1,133.1,1,19,19,9,9,119.8,0,0,0,1,1,0,26,0,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,2.0
1,39,1,9991,0,1,110.0,1,37,37,9,9,121.8,0,0,0,0,1,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0
1,18,1,171,1,1,110.0,1,19,2,5,5,117.7,1,0,1,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1.0
2,39,1,9147,1,1,160.0,1,37,37,9,7,110.0,0,0,0,1,1,0,30,0,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,0.0
1,43,1,9003,1,1,90.9,1,1,1,4,10,153.6,0,0,0,1,1,0,24,0,0,6,7,6,3.10652915,0,0,6,10,6,17.41474587,0,15.5,2.8,-4.06,0.0
1,1,1,9147,1,1,133.1,1,34,34,0,0,125.3,0,0,0,1,1,0,26,0,11,15,15,11,10.81818182,0,12,14,15,11,11.63636364,1,7.6,2.6,0.32,0.0
1,1,1,9147,1,1,132.0,1,19,38,9,7,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,0.0
5,39,1,9238,1,1,130.0,1,19,38,9,10,146.0,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,1.0
1,43,1,9130,1,1,130.0,1,1,1,1,1,130.0,1,0,0,1,1,0,33,0,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,2.0
1,17,6,9147,1,1,129.0,1,19,1,9,4,122.0,1,0,0,1,1,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,1.0
1,17,5,9119,1,1,130.0,1,19,1,4,5,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,0.0
1,39,1,9670,1,1,129.02800000000002,1,38,37,7,7,152.3,0,0,0,1,1,0,29,0,0,6,7,1,14.0,0,0,6,6,0,0.7998767567,0,16.2,0.3,-0.92,0.0
1,17,5,9119,1,1,131.0,1,19,37,9,7,123.3,1,0,0,1,1,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,0.0
1,17,1,171,1,1,129.0,1,1,1,9,9,124.8,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0.0
1,39,1,9991,0,19,133.1,1,19,37,9,9,149.4,0,0,0,0,1,0,29,0,0,5,11,2,11.33333333,0,0,5,9,1,12.0,0,11.1,0.6,2.02,0.0
1,43,1,9254,1,1,112.0,1,37,37,9,9,108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.66666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,1.0
1,17,1,9254,1,1,119.0,1,1,1,4,10,125.0,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,2.0
1,1,1,9500,1,1,133.1,1,38,38,5,10,101.0,0,0,0,1,1,0,20,0,0,7,14,5,12.87857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,1.0
1,1,1,9085,1,1,138.96400000000003,1,3,1,2,5,112.9,0,0,0,1,1,0,18,0,0,5,5,0,-1.470442,0,0,5,5,0,11.920665732200005,0,7.6,2.6,0.32,0.0
1,17,3,9070,1,1,131.0,1,38,37,5,5,120.2,1,0,0,1,1,0,18,0,0,6,6,6,12.83333333,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,2.0
1,1,1,9147,1,1,120.0,1,34,34,99,99,111.6,0,0,1,1,1,1,21,0,0,5,5,5,12.6,0,0,5,9,3,12.83333333,0,10.8,1.4,1.74,2.0
1,1,1,9147,1,1,125.0,1,1,1,4,2,134.1,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0.0
1,39,1,9119,1,1,133.1,1,37,37,9,9,101.6,0,0,0,1,1,1,30,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.0
1,18,2,9670,1,1,121.0,1,37,38,4,1,111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.16666667,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,1.0
1,51,1,9147,1,1,148.0,1,1,19,9,6,118.4,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,0.0
1,1,1,9147,1,1,139.0,1,38,1,5,5,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,1.0
1,17,3,171,1,1,125.0,1,37,37,5,10,120.5,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1.0
1,17,4,9070,1,1,128.0,1,1,1,9,10,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.8,0,11.1,0.6,2.02,0.0
1,17,2,9670,1,1,132.0,1,1,19,5,3,124.0,1,0,0,1,1,0,21,0,0,5,7,3,12.33333333,0,0,5,5,4,11.25,0,7.6,2.6,0.32,0.0
1,17,4,9085,1,1,137.0,1,38,38,151,151,141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,1.0
1,44,1,171,1,39,160.0,1,19,38,9,9,160.0,1,0,1,1,1,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0.0
1,39,1,9147,1,1,120.0,1,1,19,4,7,110.0,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.33333333,0,15.5,2.8,-4.06,0.0
1,43,1,33,1,1,134.0,1,37,37,1,1,100.0,1,0,0,1,1,0,32,0,0,7,7,0,0.0,0,0,7,8,0,0.0,0,13.9,-0.3,0.79,0.0
1,39,1,9670,1,12,133.1,1,37,1,9,3,120.0,0,0,1,0,1,0,40,0,0,6,13,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0.0
1,1,2,9147,1,1,116.0,1,37,1,5,3,124.8,1,0,0,1,1,0,20,0,0,5,9,2,14.33333333,0,0,5,10,2,12.5,0,7.6,2.6,0.32,2.0
1,44,1,9130,1,39,140.0,1,4,4,2,10,140.0,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,0.0
1,1,3,171,1,1,119.0,1,37,37,9,9,124.3,1,0,0,1,1,0,18,0,0,0,0,0,8.37361674,0,0,0,0,0,8.21032495,0,7.6,2.6,0.32,1.0
1,43,1,9147,1,1,122.0,1,1,38,1,7,118.9,0,0,0,1,1,0,21,0,0,5,11,2,10.5,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,0.0
1,17,1,9670,1,1,141.0,1,19,37,5,8,130.2,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0.0
1,44,1,9003,1,1,120.0,1,1,3,144,123,120.0,0,0,0,1,1,0,19,0,0,6,17,1,11.0,0,0,6,19,0,0.0,0,16.2,0.3,-0.92,2.0
5,7,1,9070,1,3,140.0,1,37,37,7,7,140.0,0,0,0,0,1,0,30,0,0,6,6,1,10.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0.0
1,39,1,9003,1,12,133.1,1,19,1,9,1,130.0,0,0,0,1,1,0,29,0,0,6,17,0,0.0,2,0,6,8,0,0.0,0,15.5,2.8,-4.06,0.0
1,17,2,9119,1,1,154.4,1,1,1,4,4,130.4,1,0,1,1,1,0,18,0,0,5,10,1,1.70092229,0,0,5,7,3,0.22074191,2,7.6,2.6,0.32,0.0
1,1,2,9670,1,1,99.7,1,1,1,9,9,89.0,1,0,0,1,1,1,18,0,0,5,6,4,1.08163765,0,0,5,5,5,19.14451015,0,9.4,-0.8,-3.12,0.0
1,44,1,9003,1,39,130.0,1,1,1,3,10,130.0,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.66666667,0,15.5,2.8,-4.06,0.0
1,43,2,9991,0,1,126.4,1,37,37,5,5,99.2,1,0,0,0,1,0,27,0,0,5,5,0,6.04616511,0,0,5,5,0,5.75089833,0,12.7,3.7,-1.7,0.0
1,17,6,9670,1,1,94.1,1,38,1,9,7,97.7,1,0,0,1,1,0,20,0,0,6,8,4,7.03126515,0,0,6,10,5,1.72403851,0,10.8,1.4,1.74,1.0
1,51,1,8014,0,2,110.0,1,19,38,9,10,110.0,0,0,0,1,1,0,42,0,8,12,12,11,14.45454545,0,7,11,11,10,14.2,0,11.1,0.6,2.02,1.0
1,1,1,9003,1,1,133.1,1,38,38,4,8,115.0,0,0,1,1,1,0,21,0,8,12,13,12,14.53846154,0,4,12,14,12,14.46153846,0,15.5,2.8,-4.06,1.0
1,43,1,9500,1,1,132.0,1,1,38,7,7,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.73333333,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,1.0
1,51,1,9070,1,1,122.0,1,38,38,9,9,128.8,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,0.0
1,1,3,171,1,1,155.0,1,4,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,1.0
2,39,1,9238,1,1,120.0,1,37,37,7,7,134.0,0,0,0,1,1,1,40,0,0,6,7,6,12.33333333,0,0,6,10,4,12.75,0,8.9,1.4,3.51,0.0
1,43,1,9147,1,1,129.0,1,19,1,9,5,112.0,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,0.0
1,1,2,9500,1,1,144.0,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,1.0
1,39,1,9119,1,1,130.0,1,19,37,9,9,134.0,0,0,0,1,1,1,24,0,0,5,8,5,11.83333333,0,0,5,8,4,14.0,0,12.7,3.7,-1.7,2.0
1,1,1,9254,1,1,133.1,1,3,1,2,4,125.0,0,0,0,1,1,0,21,0,0,6,10,5,11.33333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,2.0
1,17,4,9119,1,1,133.0,1,3,1,9,3,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,1.0
1,17,3,9119,1,1,131.0,1,37,37,9,7,118.4,0,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,0.0
1,51,1,9670,1,1,133.1,1,3,1,3,10,116.2,0,0,0,1,1,0,24,0,0,6,11,5,12.85714286,0,0,6,12,5,13.66666667,0,11.1,0.6,2.02,0.0
1,39,1,9119,1,1,133.1,1,37,19,9,3,123.0,0,0,0,1,1,1,28,0,0,5,16,3,14.33333333,0,0,5,9,5,12.42857143,0,9.4,-0.8,-3.12,2.0
1,17,1,9670,1,1,118.0,1,19,38,7,9,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,1.0
1,51,1,9085,1,40,120.0,1,3,3,4,2,125.0,0,0,0,1,0,0,28,0,0,6,8,6,14.42857143,0,0,6,12,4,15.6,0,11.1,0.6,2.02,2.0
1,17,3,9853,1,1,133.1,1,12,1,4,0,134.8,1,0,0,1,0,0,18,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0.0
1,1,1,171,1,1,145.0,1,3,1,4,3,149.9,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,1.0
1,1,1,9500,1,1,125.0,1,1,1,4,4,119.8,1,0,0,1,0,1,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,1.0
1,43,1,9130,1,1,125.0,1,39,3,3,2,125.0,1,0,0,1,0,0,21,0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,1.0
1,1,3,9500,1,1,165.5,1,1,19,4,5,136.07299999999998,1,0,1,1,0,0,18,0,0,7,0,0,11.35526024,0,0,8,0,0,8.5516899724,0,13.9,-0.3,0.79,0.0
1,1,4,9070,1,1,139.0,1,3,19,1,5,138.3,1,0,0,1,0,0,19,0,0,6,6,6,14.66666667,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,1.0
1,17,2,9500,1,1,130.0,1,38,38,7,7,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.93714286,0,0,8,8,7,13.93714286,0,10.8,1.4,1.74,1.0
1,1,1,9070,1,1,148.0,1,3,1,2,10,148.0,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.58333333,0,15.5,2.8,-4.06,1.0
1,1,2,9773,1,1,130.0,1,1,1,9,4,126.2,1,0,0,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,1.0
1,43,4,9500,1,6,134.0,1,37,37,9,9,129.8,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,1.0
1,39,1,9085,1,19,133.1,1,19,37,7,90,104.0,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,0.0
1,18,4,9500,1,1,137.0,1,3,1,3,4,126.7,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,13.9,-0.3,0.79,0.0
1,39,1,8014,0,1,130.0,1,37,37,9,9,120.0,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,1.0
1,1,2,9500,1,1,137.0,1,1,3,4,3,124.6,0,0,0,1,0,0,18,0,0,7,10,7,17.02035576,0,0,8,8,8,2.60682142,0,15.5,2.8,-4.06,1.0
1,44,1,9085,1,1,149.4,1,1,1,4,3,103.3,1,0,0,1,0,0,20,0,0,6,13,5,1.9809732,0,0,6,19,4,12.0,0,12.4,0.5,1.79,2.0
1,17,1,9991,0,1,140.0,1,38,37,6,7,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,0.0
1,2,1,9147,1,1,150.0,1,37,37,9,9,122.0,1,0,0,1,0,0,29,0,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,9.4,-0.8,-3.12,1.0
1,7,1,9238,1,3,135.7,1,1,1,4,10,147.6,0,0,1,0,0,0,27,0,0,6,8,0,7.17947274,0,0,5,6,0,15.9261771,0,16.2,0.3,-0.92,0.0
1,1,1,9085,1,1,133.1,1,19,38,5,7,110.0,1,0,0,1,0,1,21,0,0,6,8,6,13.28571429,0,0,6,11,6,13.0,0,11.1,0.6,2.02,1.0
1,1,1,9238,1,1,134.0,1,1,19,4,9,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.66666667,0,0,6,8,6,11.16666667,0,15.5,2.8,-4.06,1.0
1,17,1,9238,1,1,125.0,1,19,38,3,7,114.9,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,1.0
1,1,1,9500,1,1,141.0,1,37,38,6,6,125.6,1,0,0,1,0,1,22,0,0,7,9,6,13.08166667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,1.0
1,18,3,9070,1,1,129.1,1,38,37,9,7,159.0,1,0,0,1,0,1,19,0,0,6,6,6,10.3461394,0,0,6,6,6,16.80737752,0,15.5,2.8,-4.06,1.0
1,17,1,9773,1,1,116.0,1,37,1,9,8,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.33333333,0,0,6,6,0,0.0,0,12.4,0.5,1.79,0.0
1,1,3,9853,1,1,122.0,1,3,3,2,2,112.6,1,0,0,1,0,0,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,2.0
1,1,3,9773,1,1,131.0,1,1,1,4,4,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,0.0
1,44,1,9130,1,39,140.0,1,1,19,4,8,140.0,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0.0
1,44,1,9003,1,39,140.0,1,1,1,4,3,140.0,1,0,0,1,0,0,20,0,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,1.0
1,1,4,9238,1,1,127.0,1,1,38,9,7,120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,1.0
1,39,1,9085,1,19,133.1,1,37,37,9,9,100.0,1,0,1,0,0,1,26,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0.0
1,1,1,9238,1,1,96.1,1,1,19,4,7,90.0,1,0,0,1,0,1,18,0,0,6,6,6,16.27522568,0,0,6,7,6,14.14285714,0,11.1,0.6,2.02,1.0
1,1,1,9085,1,1,150.0,1,37,37,4,9,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,0.0
1,44,1,9003,1,39,160.0,1,3,1,2,6,160.0,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,1.0
